,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
10,SGmrLu,Double Implosion,7.9,74,1.081,,3.0,North American Origin Ales,31.0,Imperial or Double India Pale Ale,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",Cold - (4-7C/39-45F),"Salmon, bbq chicken, curry.","Light amber in color this heavy hitter has a hoppy, slightly bitter finish.  The floral fragrance and citrus flavor profile compliments the medium body and a malt finish.",
11,ULdBtm,Eagle Eye Rye,6,74,,,3.0,North American Origin Ales,32.0,American-Style Amber/Red Ale,"American amber/red ales range from light copper to light brown in color. They are characterized by American-variety hops used to produce the perception of medium hop bitterness, flavor, and medium aroma. Amber ales have medium-high to high maltiness with medium to low caramel character. They should have medium to medium-high body. The style may have low levels of fruityester flavor and aroma. Diacetyl can be either absent or barely perceived at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.",,,This amber colored ale is slightly spicy and nicely hoppy. A real crowd pleaser.,
12,s3cYuk,El Gato Grande Ale,7.6,74,,,3.0,North American Origin Ales,30.0,American-Style India Pale Ale,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",,,"Here's a big hoppy IPA that is done the way they should be done and has about four truck loads of hops in it, although it is not very bitter at 74 IBUs. LOTS of Amarillo with a good bit of Citra and Columbus just for a good time.",https://s3.amazonaws.com/brewerydbapi/beer/s3cYuk/upload_MxzxW5-medium.png
13,mQnGXq,Evil Red,7.7,74,,,2.0,Irish Origin Ales,22.0,Irish-Style Red Ale,Irish-style red ales range from light red-amber-copper to light brown in color. These ales have a medium hop bitterness and flavor. They often don't have hop aroma. Irish-style red ales have low to medium candy-like caramel malt sweetness and may have a balanced subtle degree of roast barley or roast malt character and complexity.  Irish-style Red Ales have a medium body. The style may have low levels of fruity-ester flavor and aroma. Diacetyl should be absent or at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.,,,,
14,WxctOv,Frostbite Black IPA,6.5,74,,,3.0,North American Origin Ales,30.0,American-Style India Pale Ale,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",,,The official beer of Jack Frost. Skillfully blended barley and roasted wheat malts team up with a big blast of flavor and aroma from Amarillo™ and Simcoe™ hops. The result? A Black IPA as refreshingly bracing as a cold winter day.,https://s3.amazonaws.com/brewerydbapi/beer/WxctOv/upload_YtMAq6-medium.png
15,eIjqax,Hand of God,7.5,74,,,3.0,North American Origin Ales,30.0,American-Style India Pale Ale,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",,,,
16,vGl2BR,Head over Hops,7,74,,,3.0,North American Origin Ales,30.0,American-Style India Pale Ale,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",,,,
17,jO6Nj5,Hickson Imperiale IPA,7.6,74,,,1.0,British Origin Ales,14.0,Strong Ale,"Light amber to mid-range brown in color, strong ales are medium to full bodied with a malty sweetness and may have low levels of roast malt character. Hop aroma should be minimal and flavor can vary from none to medium in character intensity. Fruity-ester flavors and aromas can contribute to the character of this ale. Bitterness should be minimal but evident and balanced with malt and/or caramel-like sweetness. Alcohol types can be varied and complex. A rich, often sweet and complex estery character may be evident. Very low levels of diacetyl are acceptable. Chill haze is acceptable at low temperatures. (This style may often be split into two categories, strong and very strong.)",Cold - (4-7C/39-45F),,"Une succulente IPA Impériale, au goût franc possède un bouquet aromatique explosif, résultat d'un intense houblonnage à cru.",https://s3.amazonaws.com/brewerydbapi/beer/jO6Nj5/upload_I3gZhc-medium.png
18,2X7yuD,Hop Cooler,7.2,74,1.07,,3.0,North American Origin Ales,30.0,American-Style India Pale Ale,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",,,"Bright and tropical, this India Pale Ale brilliantly layers a citrusy blend of orange and tangerine with a robust hop profile. Crafted with real citrus and packed with as much flavor as a hop cooler, you won’t be able to stop at just one sip of this fresh and fruity beer.

Tasting Notes
Boasting serious citrus juiciness, tangerine, orange and grapefruit solidly shine alongside the hop profile. A big, citrus aroma is followed by a hop bitterness up-front and a crisp, malt background. This beer finishes slightly bitter in part from the use of real fruit peel.",https://s3.amazonaws.com/brewerydbapi/beer/2X7yuD/upload_0v1lHr-medium.png
19,XN9XMg,Hop Dang Diggity - Southern IPA,6.7,74,,,3.0,North American Origin Ales,30.0,American-Style India Pale Ale,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",,,,https://s3.amazonaws.com/brewerydbapi/beer/XN9XMg/upload_rZhLTc-medium.png
20,7FLW9W,Hop Dropper,7.4,74,,,3.0,North American Origin Ales,30.0,American-Style India Pale Ale,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",,,,
21,rQUn4W,Hoppy Daze,7.5,74,,,5.0,Belgian And French Origin Ales,62.0,Belgian-Style Pale Ale,"Belgian-style pale ales are characterized by low but noticeable hop bitterness, flavor, and aroma. Light to medium body and low malt aroma are typical. They are light amber to deep amber in color. Noble-type hops are commonly used. Low to medium fruity esters are evident in aroma and flavor. Low levels of phenolic spiciness from yeast byproducts may be perceived. Low caramel or toasted malt flavor is okay. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",,,"CBC's overriding mission is to brew beers that are 100% true to our San Diego roots. Our spring seasonal, an unfiltered Belgian-style IPA, does so in spades thanks to aggressive West Coast hopping, while paying tasteful homage to Old World flavors and brewing traditions.",https://s3.amazonaws.com/brewerydbapi/beer/rQUn4W/upload_gybY34-medium.png
22,opfcvE,Hoxton Stout,6,74,,,3.0,North American Origin Ales,42.0,American-Style Stout,"Initial low to medium malt sweetness with a degree of caramel, chocolate and/or roasted coffee flavor with a distinctive dryroasted bitterness in the finish. Coffee-like roasted barley and roasted malt aromas are prominent. Some slight roasted malt acidity is permissible and a medium- to full-bodied mouthfeel is appropriate. Hop bitterness may be moderate to high. Hop aroma and flavor is moderate to high, often with American citrus-type and/or resiny hop character. The perception of fruity esters is low. Roasted malt/barley astringency may be low but not excessive. Diacetyl (butterscotch) should be negligible or not perceived. Head retention is excellent.",,,,
23,j8N8zL,India Pale Lager,7.5,74,,,8.0,North American Lager,93.0,American-Style Lager,"Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",,,An incredibly floral and hippy lager with intense bitterness that finishes dry.,
24,Ptqvfy,International Pale Ale (version 2.0),5.5,74,,,3.0,North American Origin Ales,25.0,American-Style Pale Ale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",,,"This beer is the result of the anarchy that ensues when you let technical types run wild in the   lab – er, brewhaus.  Logistic limitations disappear as our collection of US hop varieties temporarily expand to include an International pot-pouri of hops from the United States, Europe, and the South Pacific.  These hops are scientifically chosen to provide an intense but clean bitterness and hop flavor appropriate for this style of Pale Ale.  Based on current understanding of hop chemistry and our desire to use the latest technology, we used pelletized hops to achieve the bitterness and liquid CO2 hop extracts for hop flavor.  The taste of this golden colored ale is dominated by hops, but contains an appropriate level of malt flavor as well. The hops are scientifically chosen to provide an intense but clean bitterness and hop flavor appropriate for this IPA. Based on hop chemistry and our desire to use the latest technology, we used pelletized hops to achieve the bitterness and hop flavor.  The taste of this golden colored ale is dominated by hops, but is complemented with an appropriate level of malt flavor as well.",
25,tAkAHi,International Proton Pale Ale,5.5,74,,,6.0,International Ale Styles,73.0,International-Style Pale Ale,"International-style pale ales range from deep golden to copper in color. The style is characterized by wide range of hop characters unlike fruity, floral and citrus-like American-variety hop character and unlike earthy, herbal English-variety hop character. Moderate to high hop bitterness, flavor, and aroma is evident. International pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",,,"This beer is the result of the anarchy that ensues when you let technical types run amuk in the lab/brewhaus.  Logistical limitations disappear as we include an International pot-pouri of hops from the United States, Europe and the South Pacific.  These hops are scientifically chosen to provide an intense but clean bitterness and hop flavor appropriate for this style of Pale Ale.  The taste of this golden colored ale is dominated by hops, but contains an appropriate level of malt flavor as well.",
26,ojvTZK,IPA,6.5,74,,,3.0,North American Origin Ales,30.0,American-Style India Pale Ale,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",,,"US 2 row, crystal 20 and 40 create a pale gold color. Clean bittering Magnum hops are used to giving this IPA a solid balance. Late addition and finishing hops include Simcoe, Chinook, Citra, Centennial and Cascade.",
27,onJGWu,Irreverence,7.1,74,,,3.0,North American Origin Ales,30.0,American-Style India Pale Ale,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",,,"Word on the street is this is one of the easiest drinking IPAs around. Not to worry aficionado, there is still plenty of hop present to satisfy your ‘hopetite’. Our flagship brew finishes friendly with a hint of citrus.",https://s3.amazonaws.com/brewerydbapi/beer/onJGWu/upload_bDNIUX-medium.png
